137978	2	0920	1145	TC-211
137982	4	0645	1005	D5-403
137983	3	0920	1145	D5-403
137984	3	0645	0910	D5-403
137987	3	1505	1730	D8-103
137986	3	1230	1455	D8-103
137996	3	0645	0910	D7-205
137997	3	0920	1145	D7-205
138083	3	1230	1550	D7-205
138084	3	1600	1730	D7-205
138084	6	1230	1400	D7-205
138085	6	1410	1730	D7-205
138086	2	1600	1730	D7-501
138086	5	1230	1400	D7-306
138087	2	0645	1005	D7-308
138088	2	1015	1145	D7-308
138088	5	0645	0815	D7-505
136426	3	1505	1645	D8-208
725336	4	0730	1145	TTB4
725337	4	0730	1145	TTB4
136425	3	1015	1145	D8-304
725207	4	1315	1730	C4-301
725208	5	1315	1730	C4-301
725209	6	1315	1730	C4-301
136310	3	1230	1455	D8-202
725210	4	0730	1145	C4-301
725211	5	0730	1145	C4-301
725212	6	0730	1145	C4-301
726609	7	0730	1145	TTB4
724535	2	0730	1145	C10-108
724536	3	0730	1145	C10-108
724537	4	0730	1145	C10-108
724548	2	0730	1145	C4-401B
724549	3	0730	1145	C4-401B
724550	4	0730	1145	C4-401B
724551	5	0730	1145	C4-401B
724552	6	0730	1145	C4-401B
724557	6	0730	1145	C4-401A
724558	6	0730	1145	C4-401B
726606	7	1230	1645	C4-401A
726607	7	1230	1645	C4-401B
138082	5	1410	1730	D3-403
724528	2	0730	1145	C10-108
724529	3	0730	1145	C10-108
724530	4	0730	1145	C10-108
724531	5	0730	1145	C10-108
724532	6	0730	1145	C10-108
724533	5	0730	1145	C10-108
724534	6	0730	1145	C10-108
726604	6	1230	1645	C10-108
726605	6	1230	1645	C10-108
138067	6	1230	1455	D5-201
138068	6	1505	1730	D5-201
138069	2	1505	1730	D5-201
136309	2	1230	1455	D8-202
138081	6	1230	1455	D5-102
139118	5	0920	1145	D7-308
138079	5	1230	1400	D3-403
139117	3	1505	1645	?
138080	4	1600	1730	D3-402
138070	4	1315	1455	D5-201
138071	4	1505	1645	D5-201
138072	2	1315	1455	D5-201
138100	5	1410	1730	?
138073	6	1505	1730	?
138074	6	1230	1455	?
725437	2	0730	1145	C4-301
725437	2	0730	1145	TTB4
725438	3	0730	1145	C4-301
725438	3	0730	1145	TTB4
725439	4	0730	1145	C4-301
725439	4	0730	1145	TTB4
725440	5	0730	1145	TTB4
725440	5	0730	1145	C4-301
725441	6	0730	1145	C4-301
725441	6	0730	1145	TTB4
725442	7	0730	1145	TTB4
725442	7	0730	1145	C4-301
725443	2	0730	1145	TTB4
725443	2	0730	1145	C4-301
725444	3	0730	1145	TTB4
725444	3	0730	1145	C4-301
725445	4	0730	1145	TTB4
725445	4	0730	1145	C4-301
725446	5	0730	1145	TTB4
725446	5	0730	1145	C4-301
725447	6	0730	1145	C4-301
725447	6	0730	1145	TTB4
725448	7	0730	1145	C4-301
725448	7	0730	1145	TTB4
138076	4	1505	1730	D9-305
138077	4	1230	1455	D9-305
725449	2	0730	1145	C4-301
725449	2	0730	1145	TTB4
725450	3	0730	1145	C4-301
725450	3	0730	1145	TTB4
725451	4	0730	1145	C4-301
725451	4	0730	1145	TTB4
725452	5	0730	1145	TTB4
725452	5	0730	1145	C4-301
725453	6	0730	1145	TTB4
725453	6	0730	1145	C4-301
725454	7	0730	1145	TTB4
725454	7	0730	1145	C4-301
725455	2	0730	1145	TTB4
725455	2	0730	1145	C4-301
725456	3	0730	1145	TTB4
725456	3	0730	1145	C4-301
725457	4	0730	1145	TTB4
725457	4	0730	1145	C4-301
725458	5	0730	1145	TTB4
725458	5	0730	1145	C4-301
725459	6	0730	1145	C4-301
725459	6	0730	1145	TTB4
725460	7	0730	1145	C4-301
725460	7	0730	1145	TTB4
138059	2	1230	1455	D3-402
138060	2	1505	1730	D3-403
724543	2	0730	1145	C4-401A
724544	3	0730	1145	C4-401A
724545	4	0730	1145	C4-401A
724546	5	0730	1145	C4-401A
724547	6	0730	1145	C4-401A
