716669	2	1315	1730	TTB4
716670	3	1315	1730	TTB4
716670	3	1315	1730	C4-5-301
716671	4	1315	1730	C4-5-301
716671	4	1315	1730	TTB4
716672	5	1315	1730	C4-5-301
716672	5	1315	1730	TTB4
716673	6	1315	1730	C4-5-301
716673	6	1315	1730	TTB4
716674	7	1315	1730	C4-5-301
716674	7	1315	1730	TTB4
716675	2	1315	1730	TTB4
716675	2	1315	1730	C4-5-301
716676	3	1315	1730	TTB4
716676	3	1315	1730	C4-5-301
716677	4	1315	1730	TTB4
716677	4	1315	1730	C4-5-301
716678	5	1315	1730	C4-5-301
716678	5	1315	1730	TTB4
716679	6	1315	1730	TTB4
716679	6	1315	1730	C4-5-301
716680	7	1315	1730	TTB4
716680	7	1315	1730	C4-5-301
716681	2	1315	1730	C4-5-301
716681	2	1315	1730	TTB4
716682	3	1315	1730	C4-5-301
716682	3	1315	1730	TTB4
716683	4	1315	1730	TTB4
716683	4	1315	1730	C4-5-301
716684	5	1315	1730	C4-5-301
716684	5	1315	1730	TTB4
716685	6	1315	1730	C4-5-301
716685	6	1315	1730	TTB4
716686	7	1315	1730	C4-5-301
716686	7	1315	1730	TTB4
133698	2	1505	1730	D9-103
133699	2	1230	1455	D9-104
133700	6	1505	1730	D5-202
716687	2	0730	1145	C4-5-301
716687	2	0730	1145	TTB4
716688	3	0730	1145	C4-5-301
716688	3	0730	1145	TTB4
716689	4	0730	1145	TTB4
716689	4	0730	1145	C4-5-301
716690	5	0730	1145	TTB4
716690	5	0730	1145	C4-5-301
716691	6	0730	1145	C4-5-301
716691	6	0730	1145	TTB4
716692	7	0730	1145	C4-5-301
716692	7	0730	1145	TTB4
716693	2	0730	1145	TTB4
716693	2	0730	1145	C4-5-301
716694	3	0730	1145	TTB4
716694	3	0730	1145	C4-5-301
716695	4	0730	1145	TTB4
716695	4	0730	1145	C4-5-301
716696	5	0730	1145	C4-5-301
716696	5	0730	1145	TTB4
716697	6	0730	1145	C4-5-301
716697	6	0730	1145	TTB4
716698	7	0730	1145	TTB4
716698	7	0730	1145	C4-5-301
716699	2	0730	1145	C4-5-301
716699	2	0730	1145	TTB4
716700	3	0730	1145	C4-5-301
716700	3	0730	1145	TTB4
716701	4	0730	1145	TTB4
716701	4	0730	1145	C4-5-301
716702	5	0730	1145	TTB4
716702	5	0730	1145	C4-5-301
716703	6	0730	1145	TTB4
716703	6	0730	1145	C4-5-301
716704	7	0730	1145	C4-5-301
716704	7	0730	1145	TTB4
131556	3	0920	1145	D6-403
716724	4	1315	1730	C4-5-301
716724	4	1315	1730	TTB4
716725	5	1315	1730	C4-5-301
716725	5	1315	1730	TTB4
716726	6	1315	1730	TTB4
716726	6	1315	1730	C4-5-301
716658	6	0730	1145	C4-401B
133685	3	1230	1400	TC-204
716659	3	0730	1145	C10-108A
716660	4	0730	1145	C10-108A
716661	5	0730	1145	C10-108A
716662	6	0730	1145	C10-108A
133686	3	1600	1730	TC-204
716663	3	0730	1145	C4-401
716664	4	0730	1145	C4-401
716665	5	0730	1145	C4-401
716666	6	0730	1145	C4-401
133687	3	1410	1550	TC-204
133662	5	0645	0815	D9-305
716705	2	1315	1730	C4-5-301
716705	2	1315	1730	TTB4
716706	3	1315	1730	TTB4
716706	3	1315	1730	C4-5-301
716707	4	1315	1730	TTB4
716707	4	1315	1730	C4-5-301
716708	5	1315	1730	TTB4
716708	5	1315	1730	C4-5-301
716709	6	1315	1730	C4-5-301
716709	6	1315	1730	TTB4
716710	7	1315	1730	C4-5-301
716710	7	1315	1730	TTB4
133688	6	1230	1455	TC-204
133725	4	0645	1005	D6-206
133719	2	0730	0910	D8-309
131557	2	1015	1145	D6-403
133703	4	1410	1730	D5-404
133704	3	1230	1400	D9-103
716739	3	0730	1145	C4-206A
716739	5	0730	1145	C4-206A
716740	4	0730	1145	C4-206A
716740	6	0730	1145	C4-206A
133733	4	0645	1005	D6-206
131562	5	0920	1145	D6-404
716667	2	1230	1645	B1-305
716667	3	1230	1645	B1-305
716667	4	1230	1645	B1-305
716667	5	1230	1645	B1-305
716667	6	1230	1645	B1-305
716668	2	1230	1645	C4-401
716668	3	1230	1645	C4-401
716668	4	1230	1645	C4-401
716668	5	1230	1645	C4-401
716668	6	1230	1645	C4-401
133683	4	1230	1400	D5-501
716711	2	0730	1145	TTB4
716711	2	0730	1145	C4-5-301
716712	3	0730	1145	C4-5-301
716712	3	0730	1145	TTB4
716713	4	0730	1145	TTB4
716713	4	0730	1145	C4-5-301
716714	5	0730	1145	C4-5-301
716714	5	0730	1145	TTB4
716715	6	0730	1145	C4-5-301
716715	6	0730	1145	TTB4
716716	7	0730	1145	C4-5-301
716716	7	0730	1145	TTB4
133684	4	1410	1730	D5-501
133726	5	1230	1455	D9-104
716783	3	0730	1145	C4-111
716784	4	0730	1145	C4-111
716785	5	0730	1145	C4-111
133727	5	1505	1730	D9-104
716786	3	0730	1145	C4-209
716787	4	0730	1145	C4-209
716788	5	0730	1145	C4-209
716789	3	1315	1730	C4-204
716790	5	1315	1730	C4-204
133728	3	0920	1145	D5-201
133721	2	0645	0910	D9-102
133722	2	0920	1145	D9-102
716745	3	1315	1730	C4-204
716746	4	1315	1730	C4-204
716747	5	1315	1730	C4-204
716748	6	1315	1730	C4-204
133724	2	1230	1455	D5-105
133723	2	1505	1645	D5-105
133730	3	0645	0910	D5-202
133714	6	0645	0910	D5-201
133715	6	0920	1145	D5-202
133731	3	1230	1400	D3-404
133731	5	1600	1730	D5-204
133732	4	1015	1145	D9-506
716741	3	1315	1730	C4-204
716742	4	1315	1730	C4-204
716743	6	1315	1730	C4-204
133738	4	0645	1005	D6-301
133736	5	0825	1145	D4-309
716717	2	1315	1730	TTB4
716717	2	1315	1730	C4-5-301
716718	3	1315	1730	C4-5-301
716718	3	1315	1730	TTB4
133734	2	0645	0910	D4-305
716719	2	1315	1730	C4-5-301
716719	2	1315	1730	TTB4
716720	3	1315	1730	TTB4
716720	3	1315	1730	C4-5-301
133735	4	1015	1145	D6-301
133737	2	0920	1145	D4-305
133709	5	1015	1145	D7-204
133710	5	0825	1005	D7-204
133711	5	0645	0815	D7-204
133729	5	0645	1005	D9-203
133712	3	0645	0910	D5-201
133712	6	0920	1100	D5-201
133713	3	0920	1145	D5-202
133713	6	0730	0910	D5-202
133716	4	0645	0815	D8-309
133717	4	0825	1005	D8-309
133718	4	1015	1145	D8-309
130859	2	1745	2010	C3B-CFL
130859	6	1745	2010	C3B-CFL
130860	3	1745	2010	C3B-CFL
130860	5	1745	2010	C3B-CFL
130861	2	1745	2010	C3B-CFL
130861	6	1745	2010	C3B-CFL
130862	3	1745	2010	C3B-CFL
130862	5	1745	2010	C3B-CFL
130863	2	1745	2010	C3B-CFL
130863	6	1745	2010	C3B-CFL
130864	3	1745	2010	C3B-CFL
130864	5	1745	2010	C3B-CFL
133516	4	0645	0910	D5-201
133884	6	1505	1730	D5-405
715604	3	0645	0910	C1-406
715604	3	0645	0910	C1-403
715605	3	0645	0910	C1-406
715605	3	0645	0910	C1-403
715606	3	0920	1145	C1-406
715606	3	0920	1145	C1-403
715610	4	0645	0910	C1-406
715610	4	0645	0910	C1-403
715611	4	0645	0910	C1-406
715611	4	0645	0910	C1-403
715612	4	0920	1145	C1-406
715612	4	0920	1145	C1-403
715613	4	0920	1145	C1-406
715613	4	0920	1145	C1-403
715615	4	0920	1145	C1-405
715615	4	0920	1145	C1-416
715617	3	0645	0910	C1-406
715617	3	0645	0910	C1-403
715617	3	0645	0910	C1-416
715618	3	0920	1145	C1-406
715618	3	0920	1145	C1-403
715618	3	0920	1145	C1-416
715619	3	0645	0910	C1-405
715619	3	0645	0910	C1-403
715619	3	0645	0910	C1-416
715620	3	0920	1145	C1-405
715620	3	0920	1145	C1-403
715620	3	0920	1145	C1-416
715621	4	0645	0910	C1-406
715621	4	0645	0910	C1-403
715621	4	0645	0910	C1-416
715623	4	0645	0910	C1-405
715623	4	0645	0910	C1-403
715623	4	0645	0910	C1-416
715624	4	0920	1145	C1-405
715624	4	0920	1145	C1-403
715624	4	0920	1145	C1-416
133446	3	0920	1145	D5-505
133615	4	0645	0910	D9-507
133616	4	0920	1145	D9-102
715556	2	1230	1455	C1-406
715556	2	1230	1455	C1-403
715557	2	1230	1455	C1-406
715557	2	1230	1455	C1-403
715559	2	1505	1730	C1-406
715559	2	1505	1730	C1-403
715560	2	1230	1455	C1-405
715560	2	1230	1455	C1-416
715561	2	1505	1730	C1-405
715561	2	1505	1730	C1-416
715562	3	1230	1455	C1-406
715562	3	1230	1455	C1-403
715563	3	1230	1455	C1-406
715563	3	1230	1455	C1-403
715564	3	1505	1730	C1-406
715564	3	1505	1730	C1-403
715565	3	1505	1730	C1-406
715565	3	1505	1730	C1-403
715566	3	1230	1455	C1-405
715566	3	1230	1455	C1-416
715567	3	1505	1730	C1-405
715567	3	1505	1730	C1-416
715568	4	1230	1455	C1-406
715568	4	1230	1455	C1-403
715569	4	1230	1455	C1-406
715569	4	1230	1455	C1-403
715570	4	1505	1730	C1-406
715570	4	1505	1730	C1-403
715571	4	1505	1730	C1-406
715571	4	1505	1730	C1-403
715572	4	1230	1455	C1-405
715572	4	1230	1455	C1-416
715573	4	1505	1730	C1-405
715573	4	1505	1730	C1-416
715574	5	1230	1455	C1-406
715574	5	1230	1455	C1-403
715575	5	1230	1455	C1-406
715575	5	1230	1455	C1-403
715576	5	1505	1730	C1-406
715576	5	1505	1730	C1-403
715577	5	1505	1730	C1-406
715577	5	1505	1730	C1-403
715578	5	1230	1455	C1-405
715578	5	1230	1455	C1-416
715579	5	1505	1730	C1-405
715579	5	1505	1730	C1-416
715580	6	1230	1455	C1-406
715580	6	1230	1455	C1-403
715581	6	1230	1455	C1-406
715581	6	1230	1455	C1-403
715582	6	1505	1730	C1-406
715582	6	1505	1730	C1-403
715583	6	1505	1730	C1-406
715583	6	1505	1730	C1-403
715584	6	1230	1455	C1-405
715584	6	1230	1455	C1-416
715585	6	1505	1730	C1-405
715585	6	1505	1730	C1-416
715586	2	1230	1455	C1-406
715586	2	1230	1455	C1-403
715587	2	1230	1455	C1-406
715587	2	1230	1455	C1-403
715588	2	1505	1730	C1-406
715588	2	1505	1730	C1-403
715589	2	1505	1730	C1-406
715589	2	1505	1730	C1-403
715590	2	1230	1455	C1-405
715590	2	1230	1455	C1-416
715591	2	1505	1730	C1-405
715591	2	1505	1730	C1-416
715592	3	1230	1455	C1-406
715592	3	1230	1455	C1-403
715593	3	1230	1455	C1-406
715593	3	1230	1455	C1-403
715594	3	1505	1730	C1-406
715594	3	1505	1730	C1-403
715595	3	1505	1730	C1-406
715595	3	1505	1730	C1-403
715596	3	1230	1455	C1-405
715596	3	1230	1455	C1-416
715597	3	1505	1730	C1-405
715597	3	1505	1730	C1-416
715598	4	1230	1455	C1-406
715598	4	1230	1455	C1-403
715599	4	1230	1455	C1-406
715599	4	1230	1455	C1-403
715600	4	1505	1730	C1-406
715600	4	1505	1730	C1-403
715601	4	1505	1730	C1-406
715601	4	1505	1730	C1-403
715602	4	1230	1455	C1-405
715602	4	1230	1455	C1-416
715603	4	1505	1730	C1-405
715603	4	1505	1730	C1-416
131605	2	1600	1730	D8-202
131605	5	1230	1400	D8-202
133935	2	1230	1455	D5-101
133936	2	1505	1730	D5-102
715625	3	0645	1145	C1-406
715626	3	0645	1145	C1-406
715627	3	0645	1145	C1-405
715628	4	0645	1145	C1-406
715629	4	0645	1145	C1-406
715630	4	0645	1145	C1-405
715631	5	0645	1145	C1-406
715632	5	0645	1145	C1-406
715633	5	0645	1145	C1-405
133937	2	1230	1455	D5-102
133938	4	1505	1730	D6-302
131650	5	1505	1730	D6-404
131430	4	1410	1730	D6-103
133925	4	0645	1005	D8-307
133926	4	1015	1145	D8-307
133926	6	1015	1145	D8-307
133927	6	0645	1005	D8-307
133928	3	0645	1005	D8-307
133929	3	1015	1145	D8-307
133929	5	1015	1145	D8-307
133930	5	0645	1005	D8-307
133931	2	1410	1730	D8-307
133932	2	1230	1400	D8-307
133932	4	1230	1400	D8-401
131649	6	1410	1730	D6-405
131647	4	1230	1550	D6-405
715363	7	0645	1145	C1-423
715364	7	0645	1145	C1-423
715365	7	0645	1145	C1-423
715366	2	1230	1730	C1-423
715367	2	1230	1730	C1-423
715368	2	1230	1730	C1-423
133894	3	0645	0910	D6-301
133897	4	0645	0910	D6-304 
133886	2	0645	1005	D5-405
133887	2	1015	1145	D9-103
133887	5	0645	0815	D5-505
131458	4	0645	0910	D6-102
133872	2	0920	1145	D8-106
133873	2	0645	0910	D8-104
133874	6	0920	1145	D8-104
133875	6	0645	0910	D8-102
133876	4	0645	0910	D8-403
133877	4	0920	1145	D6-107
715275	2	1230	1730	C1-423
715276	2	1230	1730	C1-423
715277	2	1230	1730	C1-423
715278	3	1230	1730	C1-423
715279	3	1230	1730	C1-423
715280	3	1230	1730	C1-423
715281	4	1230	1730	C1-423
715282	4	1230	1730	C1-423
715283	4	1230	1730	C1-423
715284	5	1230	1730	C1-423
715285	5	1230	1730	C1-423
715286	5	1230	1730	C1-423
715287	6	1230	1730	C1-423
715288	6	1230	1730	C1-423
715289	6	1230	1730	C1-423
715290	7	1230	1730	C1-423
715291	7	1230	1730	C1-423
715292	7	1230	1730	C1-423
715293	2	1230	1730	C1-423
715294	2	1230	1730	C1-423
715295	2	1230	1730	C1-423
715296	3	1230	1730	C1-423
715297	3	1230	1730	C1-423
715298	3	1230	1730	C1-423
715299	4	1230	1730	C1-423
715300	4	1230	1730	C1-423
715301	4	1230	1730	C1-423
715302	5	1230	1730	C1-423
715303	5	0645	1145	C1-423
715304	5	0645	1145	C1-423
715305	6	1230	1730	C1-423
715306	6	1230	1730	C1-423
715307	6	1230	1730	C1-423
715308	6	0645	1145	C1-423
715309	6	0645	1145	C1-423
715310	6	0645	1145	C1-423
715311	7	1230	1730	C1-423
715312	7	1230	1730	C1-423
715313	7	1230	1730	C1-423
715314	7	0645	1145	C1-423
715315	7	0645	1145	C1-423
715316	7	0645	1145	C1-423
715317	2	1230	1730	C1-423
715318	2	1230	1730	C1-423
715319	2	1230	1730	C1-423
715320	3	1230	1730	C1-423
715321	3	1230	1730	C1-423
715322	3	1230	1730	C1-423
715323	4	1230	1730	C1-423
715324	4	1230	1730	C1-423
715325	4	1230	1730	C1-423
715326	5	1230	1730	C1-423
715327	5	1230	1730	C1-423
133933	6	1230	1550	D5-105
133934	4	1410	1730	D6-107
715246	2	0645	1145	C1-423
715247	2	0645	1145	C1-423
715248	2	0645	1145	C1-423
715249	3	0645	1145	C1-423
715250	3	0645	1145	C1-423
715251	3	0645	1145	C1-423
715252	4	0645	1145	C1-423
715253	4	0645	1145	C1-423
715254	4	0645	1145	C1-423
715255	5	0645	1145	C1-423
715256	5	0645	1145	C1-423
715257	5	0645	1145	C1-423
715258	6	0645	1145	C1-423
715259	6	0645	1145	C1-423
715260	6	0645	1145	C1-423
715261	7	0645	1145	C1-423
715262	7	0645	1145	C1-423
715263	7	0645	1145	C1-423
715264	2	0645	1145	C1-423
715265	2	0645	1145	C1-423
715266	2	0645	1145	C1-423
715267	3	0645	1145	C1-423
715268	3	0645	1145	C1-423
715269	3	0645	1145	C1-423
715270	4	0645	1145	C1-423
715271	4	0645	1145	C1-423
715272	4	0645	1145	C1-423
715273	5	1230	1730	C1-423
715274	5	1230	1730	C1-423
715374	4	1230	1730	C1-423
715375	4	1230	1730	C1-423
715358	6	0645	1145	C1-423
715359	6	0645	1145	C1-423
715360	7	0645	1145	C1-423
715361	7	0645	1145	C1-423
715362	7	0645	1145	C1-423
133663	3	0920	1145	D9-103
133664	3	0645	0910	D9-102
133675	3	0645	0910	D9-202
133676	5	0920	1145	D9-202
133677	5	0645	0910	D9-103
131659	3	1505	1730	D6-302
715328	2	0645	1145	C1-423
715329	2	0645	1145	C1-423
715330	2	0645	1145	C1-423
715331	3	0645	1145	C1-423
715332	3	0645	1145	C1-423
715333	3	0645	1145	C1-423
715334	6	1230	1730	C1-423
715335	6	1230	1730	C1-423
715336	6	1230	1730	C1-423
715337	7	1230	1730	C1-423
715338	7	1230	1730	C1-423
715339	7	1230	1730	C1-423
715340	2	1230	1730	C1-423
715341	2	1230	1730	C1-423
715342	2	1230	1730	C1-423
715343	3	1230	1730	C1-423
715344	3	1230	1730	C1-423
715345	3	1230	1730	C1-423
715346	4	1230	1730	C1-423
715347	4	1230	1730	C1-423
715348	4	1230	1730	C1-423
715349	5	1230	1730	C1-423
715350	5	1230	1730	C1-423
715351	5	1230	1730	C1-423
715352	6	1230	1730	C1-423
715353	6	1230	1730	C1-423
715354	6	1230	1730	C1-423
715355	7	1230	1730	C1-423
715356	7	1230	1730	C1-423
715357	7	1230	1730	C1-423
715369	3	1230	1730	C1-423
715370	3	1230	1730	C1-423
715371	3	1230	1730	C1-423
715372	3	0645	1145	C1-423
715373	3	0645	1145	C1-423
131460	3	0645	1005	D6-102
133866	3	0645	1005	D8-104
133867	3	1015	1145	D8-104
133867	5	0645	0815	D8-403
133868	5	0825	1145	D8-403
133869	3	0645	1005	D8-106
133870	3	1015	1145	D8-106
133870	5	0645	0815	D8-506
133871	5	0825	1145	D8-506
133888	2	1015	1145	D5-405
133888	5	0645	0815	D5-405
133889	5	0825	1145	D5-505
715634	2	0920	1145	C1-406
715635	2	0920	1145	C1-405
715636	5	0645	0910	C1-405
715637	6	0645	0910	C1-406
715638	6	0645	0910	C1-405
715639	6	0920	1145	C1-406
715640	6	0920	1145	C1-406
715641	6	0920	1145	C1-405
715642	5	1230	1455	C1-406
715643	5	1230	1455	C1-406
715644	5	1505	1730	C1-406
715645	5	1505	1730	C1-406
715646	5	1230	1455	C1-405
715647	5	1505	1730	C1-405
715648	6	1230	1455	C1-406
715649	6	1230	1455	C1-406
715650	6	1505	1730	C1-406
715651	6	1505	1730	C1-406
715652	6	1230	1455	C1-405
715653	6	1505	1730	C1-405
715654	2	0645	1145	C1-406
715655	2	0645	1145	C1-406
715656	2	0645	1145	C1-405
715657	2	0645	1145	C1-405
715658	5	0645	1145	C1-406
715659	5	0645	1145	C1-406
715660	6	0645	1145	C1-406
133939	4	1230	1455	D6-302
133940	4	1505	1730	D8-402
133941	4	1230	1455	D8-402
133942	2	1505	1730	D5-101
133900	4	0645	0910	D5-405
133900	6	1015	1145	D5-405
133901	4	0920	1145	D5-405
133901	6	0645	0815	D5-405
133902	2	0920	1145	D5-505
133902	6	0825	1005	D5-405
131658	3	1230	1455	D6-302
133748	4	0920	1145	D9-202
715539	6	1230	1645	C1-419
715540	6	1230	1645	C1-419
715541	6	1230	1645	C1-419
715542	6	1230	1645	C1-419
715543	6	1230	1645	C1-419
715544	6	1230	1645	C1-419
715512	2	1230	1645	C1-419
715513	2	1230	1645	C1-419
715514	2	1230	1645	C1-419
715515	3	1230	1645	C1-419
715516	3	1230	1645	C1-419
715517	3	1230	1645	C1-419
715518	4	1230	1645	C1-419
715519	4	1230	1645	C1-419
715520	4	1230	1645	C1-419
715521	5	1230	1645	C1-419
715522	5	1230	1645	C1-419
715523	5	1230	1645	C1-419
715524	2	1230	1645	C1-419
715525	2	1230	1645	C1-419
715526	2	1230	1645	C1-419
715527	3	1230	1645	C1-419
715528	3	1230	1645	C1-419
715529	3	1230	1645	C1-419
715530	4	1230	1645	C1-419
715531	4	1230	1645	C1-419
715532	4	1230	1645	C1-419
715533	5	1230	1645	C1-419
715534	5	1230	1645	C1-419
715535	5	1230	1645	C1-419
715536	6	1230	1645	C1-419
715537	6	1230	1645	C1-419
715538	6	1230	1645	C1-419
715545	2	0730	1145	C1-419
715546	2	0730	1145	C1-419
715547	2	0730	1145	C1-419
715548	4	0730	1145	C1-419
715549	4	0730	1145	C1-419
715550	4	0730	1145	C1-419
715551	6	0730	1145	C1-419
715552	6	0730	1145	C1-419
715553	6	0730	1145	C1-419
133740	3	0645	0910	D9-203
133741	3	0920	1145	D9-204
715411	2	0645	1145	C1-410
715412	2	0645	1145	C1-410
715413	2	0645	1145	C1-410
715414	2	0645	1145	C1-410
715415	2	1230	1730	C1-410
715416	2	1230	1730	C1-410
715417	2	1230	1730	C1-410
715418	2	1230	1730	C1-410
715419	3	1230	1730	C1-410
715420	3	1230	1730	C1-410
715421	3	1230	1730	C1-410
715422	3	1230	1730	C1-410
715423	4	0645	1145	C1-410
715424	4	0645	1145	C1-410
715425	4	0645	1145	C1-410
715426	4	0645	1145	C1-410
715427	4	1230	1730	C1-410
715428	4	1230	1730	C1-410
715429	4	1230	1730	C1-410
715430	4	1230	1730	C1-410
715431	5	0645	1145	C1-410
715432	5	0645	1145	C1-410
715433	5	0645	1145	C1-410
715434	5	0645	1145	C1-410
715435	5	1230	1730	C1-410
715436	5	1230	1730	C1-410
715437	5	1230	1730	C1-410
715438	5	1230	1730	C1-410
715409	6	1230	1730	C1-411
715410	6	1230	1730	C1-411
133943	3	1230	1455	D8-106
133905	3	1230	1455	D9-306
133906	3	1505	1730	D9-306
715439	2	0645	1145	C1-418
715440	2	0645	1145	C1-425
715441	2	1230	1730	C1-418
715442	2	1230	1730	C1-425
715443	3	0645	1730	C1-418
715444	3	0645	1730	C1-425
715447	5	0645	1730	C1-418
715448	5	0645	1730	C1-425
715449	5	1230	1730	C1-418
715450	5	1230	1730	C1-425
715451	2	1230	1730	C1-418
715452	2	1230	1730	C1-425
715453	3	0645	1145	C1-418
715454	3	0645	1145	C1-425
715455	4	1230	1730	C1-418
715456	4	1230	1730	C1-425
715457	5	0645	1145	C1-418
715458	5	0645	1145	C1-425
131459	4	0920	1145	D6-102
133878	2	0645	0910	D8-106
133879	2	0920	1145	D8-104
133880	6	0645	0910	D8-104
133881	6	0920	1145	D8-102
133882	4	0645	0910	D6-107
133883	4	0920	1145	D8-403
131648	4	1600	1730	D6-405
131648	6	1230	1400	D6-405
133890	5	0825	1145	D5-405
133891	2	0645	1005	D9-103
715382	2	1230	1730	C1-410
715383	2	1230	1730	C1-410
715384	2	1230	1730	C1-410
715385	2	1230	1730	C1-410
715386	3	0645	1145	C1-410
715387	3	0645	1145	C1-410
715388	3	0645	1145	C1-410
715389	3	0645	1145	C1-410
715390	3	1230	1730	C1-410
715391	3	1230	1730	C1-410
715392	3	1230	1730	C1-410
715393	3	1230	1730	C1-410
715394	4	1230	1730	C1-410
715395	4	1230	1730	C1-410
715396	4	1230	1730	C1-410
715397	4	1230	1730	C1-410
715398	5	0645	1145	C1-410
715399	5	0645	1145	C1-410
715400	5	0645	1145	C1-410
715401	5	0645	1145	C1-410
715402	5	1230	1730	C1-410
715403	5	1230	1730	C1-410
715404	5	1230	1730	C1-410
715405	5	1230	1730	C1-410
715406	6	0645	1145	C1-411
715407	6	0645	1145	C1-411
715408	6	0645	1145	C1-411
715459	5	1230	1730	C1-418
715460	5	1230	1730	C1-425
715461	6	1230	1730	C1-418
715462	6	1230	1730	C1-425
133903	5	1410	1730	TC-405
133904	5	1230	1400	TC-205
133904	6	1600	1730	TC-205
131461	5	0645	0910	D6-102
133857	4	0920	1145	D9-206
133858	4	0645	0910	D9-206
133859	5	0920	1145	TC-204
133860	5	0645	0910	TC-204
133907	5	1410	1730	TC-205
133908	5	1230	1400	TC-405
133908	6	1600	1730	TC-204
131431	5	1230	1400	D6-104
133913	2	1230	1550	TC-405
133914	2	1230	1550	TC-405
133915	4	1410	1730	D9-206
133916	4	1410	1730	D9-206
715189	2	0825	1005	C4-313
715190	2	1015	1145	C4-313
715191	3	0825	1005	C4-313
715192	3	1015	1145	C4-313
715193	3	1230	1400	C4-313
715194	3	1410	1550	C4-313
715195	4	1230	1400	C4-313
715196	4	1410	1550	C4-313
715197	5	0825	1005	C4-313
